post_id,name,brand,slug,detail_url,image_filename,button_latency_cable_ms,button_latency_dongle_ms,button_latency_bluetooth_ms,stick_latency_cable_ms,stick_latency_dongle_ms,stick_latency_bluetooth_ms,latscore_wired,latscore_wireless,min_latency_ms,avg_latency_ms,max_latency_ms,jitter_ms,platforms,interfaces,price,date_published,tags,image_downloaded
70,Thunderobot G50S,Thunderobot,thunderobot-g50s,https://gamepadla.com/thunderobot-g50s.html,70_thunderobot-g50s.webp,6.83,11.91,14.28,,,,,,0.28,12.807500000000001,48.54,8.73,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"Price range: $ 25.23 – $ 45.99 , find on: Amazon",2025-12-19T06:25:08+02:00,android;hall;ios;linux;switch;verified;windows,yes
54,Fantech EOS Pro WGP15,Fantech,fantech-eos-pro-wgp15,https://gamepadla.com/fantech-eos-pro-wgp15.html,54_fantech-eos-pro-wgp15.webp,4.03,14.28,20.28,,,,,,3.06,14.843333333333334,36.14,3.92,Android;iOS;Linux;PC;Switch,Cable;Dongle;Bluetooth,"Price range: $ 43.90 – $ 48.80 , find on: Aliexpress",2025-12-17T20:17:42+02:00,android;gpdl;hall;ios;linux;macos;pc;switch;verified;wired,yes
93,Thrustmaster ESWAP X2,Thrustmaster,thrustmaster-eswap-x2,https://gamepadla.com/thrustmaster-eswap-x2.html,93_thrustmaster-eswap-x2.webp,4.42,,,,,,,,1.32,3.6999999999999997,7.46,1.36,Windows;Xbox One;Xbox S/X,Cable,$ 169.99,,potentiometers;windows;xbox_one;xbox_series,yes
57,Gamesir Nova,Gamesir,gamesir-nova,https://gamepadla.com/gamesir-nova.html,57_gamesir-nova.webp,7.67,22.6,22.04,,,,,,2.66,18.08625,62.2,10.32,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"$ 24.87 , find on: Amazon",2025-12-15T20:56:22+02:00,android;hall;ios;linux;macos;switch;verified;windows,yes
56,GameSir Nova Lite,Gamesir,gamesir-nova-lite,https://gamepadla.com/gamesir-nova-lite.html,56_gamesir-nova-lite.webp,3.81,16.68,17.67,,,,,,2.5,12.712307692307691,27.76,4.84,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"Price range: $ 19.54 – $ 24.99 , find on: Amazon",2025-12-14T17:10:18+02:00,android;hall;ios;linux;macos;switch;verified;windows,yes
100,Machenike G6 Pro,Machenike,machenike-g6-pro-100,https://gamepadla.com/machenike-g6-pro-100.html,100_machenike-g6-pro-100.webp,5.24,,,,,,,,2.49,5.24,8.45,1.47,Android;iOS;Linux;Switch;Windows,Cable,"$ 59.99 , find on: Aliexpress",2025-10-15T15:32:18+03:00,android;hall;ios;linux;macos;switch;windows,yes
102,BEITONG Asura 2 Pro Plus NearLink,Beitong,beitong-asura-2-pro-plus-nearlink,https://gamepadla.com/beitong-asura-2-pro-plus-nearlink.html,102_beitong-asura-2-pro-plus-nearlink.webp,14.27,22.22,,,,,,,5.68,17.465,30.45,4.12,Android;iOS;Linux;Switch;Windows,Cable;Dongle,"$ 89.99 , find on: Amazon , Aliexpress",,android;hall;ios;linux;switch;verified;windows,yes
81,EasySMX X15,EasySMX,easysmx-x15,https://gamepadla.com/easysmx-x15.html,81_easysmx-x15.webp,2.02,12.07,21.3,,,,,,2.21,17.735555555555557,61.07,9.01,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"Price range: $ 23.62 – $ 39.99 , find on: Amazon , Aliexpress",2025-12-15T20:26:33+02:00,android;hall;ios;linux;macos;switch;verified;windows,yes
39,ThundeRobot G45 Pro,ThundeRobot,thunderobot-g45-pro,https://gamepadla.com/thunderobot-g45-pro.html,39_thunderobot-g45-pro.webp,3.99,14.31,22.63,,,,,,2.72,17.604,73.37,8.36,Android;iOS;Windows,Cable;Dongle;Bluetooth,"Price range: $ 27.99 – $ 46.99 , find on: Aliexpress",,android;hall;ios;nfc;verified;windows,yes
87,BigBig Won Rainbow 2 SE,Mojhon,rainbow-2-se,https://gamepadla.com/rainbow-2-se.html,87_rainbow-2-se.webp,5.75,12.35,,5.31,12.45,,A,B,4.14,8.52,21.36,2.5,Switch;Windows,Cable;Dongle,"Price range: $ 45.99 – $ 56.99 , find on: Aliexpress , Amazon",,potentiometers;switch;verified;windows,yes
74,EasySMX X10,EasySMX,easysmx-x10,https://gamepadla.com/easysmx-x10.html,74_easysmx-x10.webp,3.89,14.76,25.32,,,,,,1.39,23.152142857142856,54.64,7.27,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"Price range: $ 34.08 – $ 49.99 , find on: Amazon , Aliexpress",2025-12-15T17:07:12+02:00,android;hall;ios;linux;macos;switch;verified;windows,yes
37,Flydigi Direwolf 2,Flydigi,flydigi-direwolf-2,https://gamepadla.com/flydigi-direwolf-2.html,37_flydigi-direwolf-2.webp,8.43,13.09,19.98,,,,,,2.95,16.024545454545457,59.33,12.66,Switch;Windows,Cable;Dongle;Bluetooth,"Price range: $ 33.99 – $ 49.99 , find on: Amazon , Aliexpress",2026-02-05T23:26:15+02:00,switch;verified;windows,yes
47,Machenike G5 Pro,Machenike,machenike-g5-pro,https://gamepadla.com/machenike-g5-pro.html,47_machenike-g5-pro.webp,10.98,19.52,29.37,,,,,,3.69,21.354000000000003,42.93,6.19,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"Price range: $ 34.38 – $ 65.99 , find on: Amazon , Aliexpress",,android;hall;ios;linux;macos;switch;verified;windows,yes
140,Flydigi Vader 3,Flydigi,flydigi-vader-3,https://gamepadla.com/flydigi-vader-3.html,140_flydigi-vader-3.webp,10.25,,,,,,,,5.32,10.25,16.08,2.87,Android;iOS;Switch;Windows,Cable,$ 45.00,,android;ios;potentiometers;switch;windows,yes
127,Machenike G5 Pro Max,Machenike,machenike-g5-pro-max,https://gamepadla.com/machenike-g5-pro-max.html,127_machenike-g5-pro-max.webp,,,,,,,,,0.77,7.335,51.77,7.98,Android;iOS;Switch;Windows,,"$ 45.99 , find on: Amazon , Aliexpress",,android;hall;ios;macos;switch;windows,yes
91,EasySMX 9013 Pro,EasySMX,easysmx-9013-pro,https://gamepadla.com/easysmx-9013-pro.html,91_easysmx-9013-pro.webp,13.5,21.1,29.86,,,,,,5.7,19.764,44.42,5.8,Android;iOS;Switch;Windows,Cable;Dongle;Bluetooth,"Price range: $ 17.99 – $ 19.99 , find on: Amazon , Aliexpress",,android;ios;ps3;switch;verified;windows,yes
28,GameSir T4 Cyclone Pro,Gamesir,gamesir-t4-cyclone-pro,https://gamepadla.com/gamesir-t4-cyclone-pro.html,28_gamesir-t4-cyclone-pro.webp,4.94,14.41,26.13,,,,,,2.28,14.478,43.85,5.34,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"Price range: $ 39.99 – $ 49.99 , find on: Amazon , Aliexpress",,android;hall;ios;linux;macos;switch;verified;windows,yes
115,Nacon Revolution 5 Pro,Nacon,nacon-revolution-5-pro,https://gamepadla.com/nacon-revolution-5-pro.html,115_nacon-revolution-5-pro.webp,8.08,8.39,,,,,,,5.68,9.200000000000001,13.42,1.27,Playstation 4;Playstation 5;Windows,Cable;Dongle,"$ 180.99 , find on: Amazon",2025-12-26T13:43:44+02:00,hall;ps4;ps5;verified;windows,yes
30,GameSir T4 Cyclone,Gamesir,gamesir-t4-cyclone,https://gamepadla.com/gamesir-t4-cyclone.html,30_gamesir-t4-cyclone.webp,6.8,12.71,25.91,46.13,68.6,,D,F,1.0,16.234166666666667,81.72,6.28,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"Price range: $ 29.99 – $ 39.99 , find on: Amazon",2026-06-18T05:53:45+03:00,android;hall;ios;linux;macos;switch;verified;windows,yes
46,BINBOK Ultra Pro Controller,Binbok,binbok-ultra-pro-controller-sw41,https://gamepadla.com/binbok-ultra-pro-controller-sw41.html,46_binbok-ultra-pro-controller-sw41.webp,,,,,,,,,0.96,4.87,24.86,5.89,Android;iOS;Linux;Switch;Windows,,"Price range: $ 46.99 – $ 56.99 , find on: Amazon",,android;hall;ios;linux;macos;switch;windows,yes
49,QRD Spark N5,QRD,qrd-spark-n5,https://gamepadla.com/qrd-spark-n5.html,49_qrd-spark-n5.webp,,,,,,,,,2.0,4.69,28.01,2.87,Android;iOS;Linux;Playstation 4;Playstation 5;Switch;Windows,,Price range: $ 48.99 – $ 59.99,2026-06-28T08:50:20+03:00,android;hall;ios;linux;macos;ps3;ps4;ps5;switch;symmetric;windows,yes
19,Flydigi APEX 2,Flydigi,flydigi-apex-series-2,https://gamepadla.com/flydigi-apex-series-2.html,19_flydigi-apex-series-2.webp,,,,,,,,,6.83,11.166666666666666,23.04,3.98,Android;Linux;Windows,,Price range: $ 87.30 – $ 99.30 Discontinued,,android;linux;potentiometers;windows,yes
63,BEITONG BTP-C3,Beitong,beitong-btp-c3,https://gamepadla.com/beitong-btp-c3.html,63_beitong-btp-c3.webp,4.53,,,,,,,,3.02,4.53,6.44,0.76,Windows,Cable,"Price range: $ 22.09 – $ 44.99 , find on: Aliexpress",,windows,yes
33,8Bitdo Ultimate C Wired Controller,8bitDo,8bitdo-ultimate-c-wired-controller,https://gamepadla.com/8bitdo-ultimate-c-wired-controller.html,33_8bitdo-ultimate-c-wired-controller.webp,6.67,,,,,,,,3.16,6.67,10.9,1.78,Android;Linux;Windows,Cable,"Price range: $ 12.66 – $ 19.99 , find on: Amazon , Aliexpress",,android;linux;verified;windows,yes
139,Fantech Nova WGP14,Fantech,fantech-nova-wgp14,https://gamepadla.com/fantech-nova-wgp14.html,139_fantech-nova-wgp14.webp,,,,,,,,,1.0,4.42,12.44,2.76,Android;iOS;Playstation 4;Windows,,"$ 39.99 , find on: Aliexpress",2026-04-03T01:02:40+03:00,android;hall;ios;ps3;ps4;symmetric;windows,yes
40,8Bitdo Ultimate C 2.4G Wireless Controller,8bitDo,8bitdo-ultimate-c-2-4g-wireless-controller,https://gamepadla.com/8bitdo-ultimate-c-2-4g-wireless-controller.html,40_8bitdo-ultimate-c-2-4g-wireless-controller.webp,,,,,,,,,0.5,6.171428571428572,14.01,1.24,Windows,,"Price range: $ 22.18 – $ 29.99 , find on: Amazon",,windows,yes
32,Trust GXT 541 Muta,Trust,trust-gxt-541-muta,https://gamepadla.com/trust-gxt-541-muta.html,32_trust-gxt-541-muta.webp,6.87,,,,,,,,2.1,6.87,12.3,2.51,Windows,Cable,Price range: $ 15.27 – $ 30.58,,potentiometers;symmetric;verified;windows,yes
20,GameSir T4 Kaleid,GameSir,gamesir-t4-kaleid,https://gamepadla.com/gamesir-t4-kaleid.html,20_gamesir-t4-kaleid.webp,2.61,,,8.49,,,A,,0.92,12.908888888888889,42.39,2.28,Android;Linux;Switch;Windows,Cable,Price range: $ 34.08 – $ 41.99 Discontinued,,android;hall;linux;switch;verified;windows,yes
95,Cosmic Byte Blitz,Cosmic,cosmic-byte-blitz,https://gamepadla.com/cosmic-byte-blitz.html,95_cosmic-byte-blitz.webp,,,,,,,,,0.91,1.4100000000000001,9.69,1.72,Android;Windows,,Price range: $ 27.99 – $ 32.99,2026-04-27T17:51:13+03:00,android;hall;windows,yes
85,BEITONG Asura 2 Pro Plus,Beitong,beitong-asura-2-pro-plus,https://gamepadla.com/beitong-asura-2-pro-plus.html,85_beitong-asura-2-pro-plus.webp,19.43,21.94,,,,,,,5.84,19.0375,34.38,7.23,Windows,Cable;Dongle,"Price range: $ 29.99 – $ 59.99 , find on: Amazon , Aliexpress",,hall;windows,yes
29,Asus ROG Raikiri Pro,Asus,asus-rog-raikiri-pro,https://gamepadla.com/asus-rog-raikiri-pro.html,29_asus-rog-raikiri-pro.webp,6.35,7.1,11.38,,,,,,2.52,7.4675,19.77,3.25,Android;Linux;Windows;Xbox One;Xbox S/X,Cable;Dongle;Bluetooth,"Price range: $ 109.99 – $ 169.99 , find on: Amazon",2025-12-15T20:36:04+02:00,android;linux;potentiometers;verified;windows;xbox_one;xbox_series,yes
52,SCUF Envision Pro,Scuf,scuf-envision-pro,https://gamepadla.com/scuf-envision-pro.html,52_scuf-envision-pro.webp,3.7,6.19,,5.49,,,A,,1.8,5.126666666666667,9.37,1.2,Windows,Cable;Dongle,"Price range: $ 162.25 – $ 179.99 , find on: Amazon",2025-12-19T12:14:18+02:00,symmetric;windows,yes
138,Flydigi Direwolf,Flydigi,flydigi-direwolf,https://gamepadla.com/flydigi-direwolf.html,138_flydigi-direwolf.webp,,,,,,,,,7.45,10.03,16.57,3.52,Android;iOS;Linux;Switch;Windows,,$ 27.19,,android;ios;linux;switch;windows,yes
53,8BitDo Ultimate 2.4G,8BitDo,8bitdo-ultimate-2-4g,https://gamepadla.com/8bitdo-ultimate-2-4g.html,53_8bitdo-ultimate-2-4g.webp,2.1,10.74,30.23,2.73,12.45,,A+,B,0.93,9.322857142857144,41.58,4.87,Android;iOS;Linux;Windows,Cable;Dongle;Bluetooth,"Price range: $ 33.99 – $ 49.99 , find on: Amazon",2026-03-21T19:04:50+02:00,android;hall;ios;linux;macos;verified;windows,yes
50,Flydigi Apex 3,Flydigi,flydigi-apex-3,https://gamepadla.com/flydigi-apex-3.html,50_flydigi-apex-3.webp,,,,,,,,,0.91,8.9025,23.2,5.9,Android;iOS;Switch;Windows,,"Price range: $ 86.99 – $ 119.99 , find on: Aliexpress",,android;ios;potentiometers;switch;windows,yes
38,GameSir T3s,Gamesir,gamesir-t3s,https://gamepadla.com/gamesir-t3s.html,38_gamesir-t3s.webp,,,,,,,,,3.0,12.113333333333335,47.21,4.34,Android;iOS;Linux;Switch;Windows,,"Price range: $ 25.99 – $ 30.99 , find on: Amazon",2025-08-18T11:58:27+03:00,android;ios;linux;potentiometers;switch;symmetric;windows,yes
25,ThundeRobot G25,ThundeRobot,thunderobot-g25,https://gamepadla.com/thunderobot-g25.html,25_thunderobot-g25.webp,,,,,,,,,3.0,6.915,37.54,5.47,Android;iOS;Linux;Switch;Windows,,Price range: $ 33.42 – $ 39.99,,android;ios;linux;macos;potentiometers;ps3;switch;windows,yes
110,Turtle Beach Recon Cloud,Turtle Beach,turtle-beach-recon-cloud,https://gamepadla.com/turtle-beach-recon-cloud.html,110_turtle-beach-recon-cloud.webp,4.18,,10.95,,,,,,1.38,7.5649999999999995,16.61,2.37,Android;Windows;Xbox One;Xbox S/X,Cable;Bluetooth,"Price range: $ 53.99 – $ 79.99 , find on: Aliexpress , Amazon",,android;potentiometers;windows;xbox_one;xbox_series,yes
